year,tract,pop,lpa,mhlth,obese
4,42101028000,4272,37.4,20.7,39.8
5,42101028000,4180,33.7,21.5,42.9
1,42101028100,3589,30.4,19.2,39.3
2,42101028100,3589,37.8,19.1,41.6
3,42101028100,3589,36.6,18.9,39.5
4,42101028100,3589,37.6,20.8,40.1
5,42101028100,3362,34.2,20.7,42.7
1,42101028200,4899,29.1,17.3,36.3
2,42101028200,4899,37,18,38.2
3,42101028200,4899,35.8,17.9,36.2
4,42101028200,4899,36.8,19.7,36.7
5,42101028200,4696,41,22.3,43.7
1,42101028300,6173,32.5,19.7,38.3
2,42101028300,6173,38.2,19,39.1
3,42101028300,6173,36.8,18.8,37
4,42101028300,6173,37.6,20.6,37.6
5,42101028300,6294,39.6,22.6,43.5
1,42101028400,4085,35.1,22.3,41.6
2,42101028400,4085,41.3,21.3,41.9
3,42101028400,4085,40.1,20.7,39.9
4,42101028400,4085,41,23,40.5
5,42101028400,3811,45.7,25,47.3
1,42101028500,2375,37.7,22.2,37
2,42101028500,2375,42.7,20.4,37.3
3,42101028500,2375,41.8,19.9,35.3
4,42101028500,2375,42.7,22.1,36
5,42101028500,2303,43.5,23.1,41.9
1,42101028600,7124,34.8,21.3,37.3
2,42101028600,7124,39.3,19.7,36.8
3,42101028600,7124,38.3,19.5,34.8
4,42101028600,7124,38.9,21.6,35.5
5,42101028600,6668,36.4,21.6,38.2
1,42101028700,2507,37.3,21.8,38.8
2,42101028700,2507,45.8,21.9,40.7
3,42101028700,2507,44.9,21.2,38.7
4,42101028700,2507,46,23.7,39.3
5,42101028700,2371,45,24.3,44.8
1,42101028800,4245,38.8,22.6,36.2
2,42101028800,4245,45.8,21.8,37.1
3,42101028800,4245,45.1,21,35
4,42101028800,4245,46.1,23.4,35.7
5,42101028800,4251,46.7,24.9,42.1
1,42101028901,3857,36.2,21.6,35.9
2,42101028901,3857,42,20.5,36.7
3,42101028901,3857,41.1,20.2,34.6
4,42101028901,3857,41.9,22.4,35.4
5,42101028901,3932,37.9,21.7,38.5
1,42101028902,6315,34.3,21.3,34.9
2,42101028902,6315,40.7,20.5,36.3
3,42101028902,6315,39.6,20.1,34.3
4,42101028902,6315,40.4,22.4,35
5,42101028902,6047,35.6,20.7,38.2
1,42101029000,6160,35.4,21.1,36
2,42101029000,6160,39.6,19.3,35.5
3,42101029000,6160,38.5,18.9,33.6
4,42101029000,6160,39.3,20.8,34.2
5,42101029000,6195,41.1,22,38.7
1,42101029100,4685,37.9,22.2,34.1
2,42101029100,4685,43.3,20.9,34.1
3,42101029100,4685,42.3,19.8,32.1
4,42101029100,4685,43.4,22.2,32.8
5,42101029100,4826,37.9,21,35.1
1,42101029200,4080,28.7,18.2,32
2,42101029200,4080,34.9,17.7,33.1
3,42101029200,4080,33.7,18.3,31
4,42101029200,4080,34.1,19.5,31.8
5,42101029200,4205,25.8,17.5,32.5
1,42101029300,2891,38.2,25.4,39.6
2,42101029300,2891,45.7,24.9,40.4
3,42101029300,2891,44.1,23,38.4
4,42101029300,2891,45.5,26.2,39.2
5,42101029300,3026,32.4,21.6,38.8
1,42101029400,3141,44.1,28.2,43.7
2,42101029400,3141,49.4,25.8,43.8
3,42101029400,3141,47.8,23.3,41.8
4,42101029400,3141,49.5,27,42.5
5,42101029400,3308,46.4,26.1,46.2
1,42101029800,4715,32.5,22,35.7
2,42101029800,4715,38.8,21.5,36.2
3,42101029800,4715,37.1,20.9,34.1
4,42101029800,4715,38.2,23,35
5,42101029800,4847,38.2,23.8,40.4
1,42101029900,4700,35.4,24,39.4
2,42101029900,4700,41.7,22.9,39.7
3,42101029900,4700,40,22.1,37.7
4,42101029900,4700,41.3,24.7,38.5
5,42101029900,4617,38.3,24,42.5
1,42101030000,7478,34.3,22.7,39.5
2,42101030000,7478,41.2,21.9,40
3,42101030000,7478,39.5,21,38
4,42101030000,7478,40.7,23.5,38.7
5,42101030000,7402,34.8,21.9,40
1,42101030100,5869,32.2,22.1,38.5
2,42101030100,5869,38.3,21.5,39
3,42101030100,5869,36.4,20.8,37
4,42101030100,5869,37.6,23.3,37.8
5,42101030100,6215,33.7,21.9,42.1
1,42101030200,7345,27.6,19.5,34.1
2,42101030200,7345,32.4,18.3,34.5
3,42101030200,7345,30.8,19,32.5
4,42101030200,7345,31.4,20.3,33.4
5,42101030200,7431,29.6,19.9,37.7
1,42101030501,5231,31,21.3,36.2
2,42101030501,5231,36.6,20.2,36.7
3,42101030501,5231,34.8,20.1,34.7
4,42101030501,5231,35.6,22.2,35.5
5,42101030501,5450,35.7,22.7,40.7
1,42101030502,5839,28.8,19.2,34.9
2,42101030502,5839,33.9,18.5,35.5
3,42101030502,5839,32.3,18.7,33.5
4,42101030502,5839,33,20.3,34.3
5,42101030502,5847,34.9,21.7,40.7
1,42101030600,7115,24.1,15.2,27.7
2,42101030600,7115,28.8,14.9,28.5
3,42101030600,7115,27.7,15.8,26.5
4,42101030600,7115,28.1,16.5,27.4
5,42101030600,7142,27,17.4,32.8
1,42101030700,3235,26,18.6,30.8
2,42101030700,3235,29.8,17.4,30.6
3,42101030700,3235,28.1,17.7,28.6
4,42101030700,3235,28.9,19.2,29.6
5,42101030700,3743,25.2,18.4,33.6
1,42101030800,4874,23.7,16.4,27.7
2,42101030800,4874,27.1,15.3,27.6
3,42101030800,4874,25.8,16.1,25.6
4,42101030800,4874,26.2,16.9,26.6
5,42101030800,5138,24.6,16.9,29.6
1,42101030900,3991,29,19,31.3
2,42101030900,3991,34.8,18.4,31.8
3,42101030900,3991,33.4,18.4,29.8
4,42101030900,3991,34,19.9,30.6
5,42101030900,4137,29.2,19.3,34.1
1,42101031000,6755,27.3,17.5,27.9
2,42101031000,6755,33.1,17.4,29.3
3,42101031000,6755,31.7,17.5,27.3
4,42101031000,6755,32.4,18.8,28.1
5,42101031000,7266,31.4,19.7,31.5
1,42101031101,4898,32.5,21.8,34.8
2,42101031101,4898,39.1,21.3,35.3
3,42101031101,4898,37.5,20.5,33.4
4,42101031101,4898,38.5,22.8,34.1
5,42101031101,5194,31,20.5,35.8
1,42101031102,4465,32.4,21.8,36.7
2,42101031102,4465,37.8,20.8,36.5
3,42101031102,4465,36.2,20.4,34.6
4,42101031102,4465,37.1,22.5,35.3
5,42101031102,4618,34.4,22.1,39
1,42101031200,4673,31,20.5,33.6
2,42101031200,4673,35.8,19,33.5
3,42101031200,4673,34.5,19.2,31.5
4,42101031200,4673,35.1,20.7,32.3
5,42101031200,4804,29,19.6,35.9
1,42101031300,6945,31.6,20,30.2
2,42101031300,6945,37.7,19.7,31.1
3,42101031300,6945,36.4,19.1,29.1
4,42101031300,6945,37.2,21,29.9
5,42101031300,7416,32.3,20.4,32.3
1,42101031401,6664,32.4,21.3,30.6
2,42101031401,6664,35.9,19.2,29.9
3,42101031401,6664,34.6,18.9,28
4,42101031401,6664,35.3,20.6,28.8
5,42101031401,7456,34.5,22,31.2
1,42101031402,5595,33,19.9,28.7
2,42101031402,5595,39.3,19.5,29.7
3,42101031402,5595,38.1,18.6,27.7
4,42101031402,5595,39.1,20.6,28.5
5,42101031402,5956,38.2,20.7,30.4
1,42101031501,6217,23.6,18.3,27.6
2,42101031501,6217,27.7,17.5,28.2
3,42101031501,6217,25.7,17.8,26.3
4,42101031501,6217,26.4,19.1,27.4
5,42101031501,7381,29.3,19.9,31
1,42101031502,4018,28,19.6,30.3
2,42101031502,4018,31.8,18.5,30.2
3,42101031502,4018,29.9,18.2,28.1
4,42101031502,4018,31,19.8,29.2
5,42101031502,4746,32,20.5,31.3
1,42101031600,6045,27,19.5,29.5
2,42101031600,6045,32.7,19.2,30.5
3,42101031600,6045,30.8,18.8,28.4
4,42101031600,6045,31.9,20.5,29.5
5,42101031600,6729,31.3,20.1,31.7
1,42101031700,6093,27,18.6,29.9
2,42101031700,6093,32.6,18.2,30.7
3,42101031700,6093,31.2,18.5,28.6
4,42101031700,6093,31.9,19.8,29.6
5,42101031700,6597,34.8,21.4,35.4
1,42101031800,4017,28.4,18.8,32.5
2,42101031800,4017,32.2,17.3,32.4
3,42101031800,4017,30.8,17.9,30.4
4,42101031800,4017,31.4,19.2,31.2
5,42101031800,4093,29.9,19.9,36
1,42101031900,4971,25.7,19.2,30.9
2,42101031900,4971,32.1,19.2,32.1
3,42101031900,4971,30.4,19.5,30.1
4,42101031900,4971,31.1,20.9,31.1
5,42101031900,5133,31,20.9,37.8
1,42101032000,6599,24,17.5,28.3
2,42101032000,6599,27.5,16.3,28.7
3,42101032000,6599,25.8,17,26.6
4,42101032000,6599,26.3,18,27.7
5,42101032000,7327,31.5,21.1,35.9
1,42101032100,3903,28.7,20.9,33
2,42101032100,3903,32.8,19.6,32.9
3,42101032100,3903,31,19.4,30.8
4,42101032100,3903,31.8,21.2,31.9
5,42101032100,3985,25,18.7,33.8
1,42101032300,3835,27.7,20.4,32.4
2,42101032300,3835,32.7,19.6,32.5
3,42101032300,3835,30.8,19.6,30.5
4,42101032300,3835,31.6,21.2,31.5
5,42101032300,4078,34.6,24.1,39.4
1,42101032500,5766,29.5,21.6,33.2
2,42101032500,5766,34,20.4,33
3,42101032500,5766,32,19.9,30.9
4,42101032500,5766,33,21.8,32
5,42101032500,6210,29.4,21.4,36.1
1,42101032600,6942,25.6,19.1,29.7
2,42101032600,6942,30.4,18.4,29.9
3,42101032600,6942,28.5,18.5,27.8
4,42101032600,6942,29.3,19.9,28.9
5,42101032600,7761,23.3,18.2,31.4
1,42101032900,4089,28.1,19.5,31.8
2,42101032900,4089,33,18.9,32.2
3,42101032900,4089,31.2,18.8,30.1
4,42101032900,4089,32.2,20.3,31.1
5,42101032900,4431,24.3,17.8,32.3
1,42101033000,7645,28.8,21.8,32.9
2,42101033000,7645,34.5,21.2,33.3
3,42101033000,7645,32.5,20.6,31.4
4,42101033000,7645,33.6,22.8,32.4
5,42101033000,8213,28.5,21,36
1,42101033101,4913,20.7,16.6,26.5
2,42101033101,4913,26.7,17.2,27.9
3,42101033101,4913,24.7,17.7,25.9
4,42101033101,4913,25.4,18.7,27.1
5,42101033101,5398,25.9,20,31.4
1,42101033102,4145,25.9,18.6,29.3
2,42101033102,4145,29.2,17.4,29.2
3,42101033102,4145,27.4,17.6,27.2
4,42101033102,4145,28.4,18.9,28.3
5,42101033102,4478,21.5,17.7,30.2
1,42101033200,2741,21.3,15.5,25
2,42101033200,2741,26.3,15.4,25.8
3,42101033200,2741,24.7,16.3,23.7
4,42101033200,2741,25.2,16.8,24.8
5,42101033200,3292,29.7,19,28.2
1,42101033300,4244,25.5,13.4,25.3
2,42101033300,4244,29.4,12.9,26
3,42101033300,4244,28.7,13.5,23.8
4,42101033300,4244,29.4,14.1,24.8
5,42101033300,4339,26.1,15.2,27.4
1,42101033400,4734,26.8,15.7,26.3
2,42101033400,4734,30.2,14.8,26.5
3,42101033400,4734,29.3,15.2,24.5
4,42101033400,4734,30.1,16.1,25.4
5,42101033400,5447,29,17.4,29.5
1,42101033500,3680,26.9,17.7,27.9
2,42101033500,3680,31.4,17.1,28.2
3,42101033500,3680,30,17,26.2
4,42101033500,3680,30.9,18.4,27.2
5,42101033500,4214,30.9,19,29.7
1,42101033600,6866,23,16.5,26.9
2,42101033600,6866,31.3,18.1,29.9
3,42101033600,6866,29.6,17.9,27.8
4,42101033600,6866,30.6,19.4,28.9
5,42101033600,8155,28.5,19.5,32.7
1,42101033701,5128,28.6,17,27.6
2,42101033701,5128,32.1,15.9,27.8
3,42101033701,5128,30.9,16,25.6
4,42101033701,5128,32,17.1,26.5
5,42101033701,5672,25.7,16.1,29.1
1,42101033702,5175,26.2,16.9,27.2
2,42101033702,5175,28.4,15.4,26.8
3,42101033702,5175,27.1,16,24.8
4,42101033702,5175,27.7,16.8,25.8
5,42101033702,5679,21.1,14.8,25.9
1,42101033800,6040,23.2,16.2,26.8
2,42101033800,6040,26.1,14.9,26.6
3,42101033800,6040,24.6,15.7,24.5
4,42101033800,6040,25.1,16.4,25.6
5,42101033800,6285,23.4,16.4,28.7
1,42101033900,2924,24.7,18.1,28.3
2,42101033900,2924,27.4,16.3,27.8
3,42101033900,2924,25.7,16.8,25.8
4,42101033900,2924,26.4,17.7,26.8
5,42101033900,3106,26,18,31
1,42101034000,2872,22.2,15.2,25.9
2,42101034000,2872,24,13.7,25.5
3,42101034000,2872,22.7,14.7,23.4
4,42101034000,2872,23.2,15.2,24.5
5,42101034000,2971,20.3,14.6,26.5
1,42101034100,5577,19,14.5,24.6
2,42101034100,5577,21.8,13.7,24.7
3,42101034100,5577,20.1,15,22.7
4,42101034100,5577,20.6,15.4,23.8
5,42101034100,5829,23.4,18.1,29.2
1,42101034200,3399,25.1,13.3,24.9
2,42101034200,3399,25.1,11.5,23.9
3,42101034200,3399,24.3,12.5,21.8
4,42101034200,3399,25,12.8,22.7
5,42101034200,3732,24.7,15.1,28.1
1,42101034400,7662,19.2,12.7,22.9
2,42101034400,7662,22.7,12.3,23.6
3,42101034400,7662,21.6,13.5,21.5
4,42101034400,7662,21.9,13.7,22.5
5,42101034400,7814,20.8,14.7,25.3
1,42101034501,3370,28.4,14.4,26.3
2,42101034501,3370,30.4,13.2,25.7
3,42101034501,3370,29.9,13.5,23.6
4,42101034501,3370,30.5,14.3,24.5
5,42101034501,3783,24.3,15.5,28.2
1,42101034502,5285,22,15.8,27.3
2,42101034502,5285,26.4,15.3,28.3
3,42101034502,5285,24.9,15.9,26.3
4,42101034502,5285,25.5,16.9,27.3
5,42101034502,5928,23.2,17.2,29.5
1,42101034600,2250,26,16.9,29.2
2,42101034600,2250,30.7,16.5,29.9
3,42101034600,2250,29.3,16.7,27.9
4,42101034600,2250,30.1,18.1,28.7
5,42101034600,2840,21.6,15.3,28.6
1,42101034701,6399,23.5,15.6,26.5
2,42101034701,6399,26.5,14.5,26.7
3,42101034701,6399,25.2,15.4,24.6
4,42101034701,6399,25.8,16,25.6
5,42101034701,6736,23.8,16,27.7
1,42101034702,3807,19.3,13.9,24.4
2,42101034702,3807,22.7,13.5,25.1
3,42101034702,3807,21.3,14.7,23
4,42101034702,3807,21.8,15.1,24.1
5,42101034702,3896,19.3,15.2,27
1,42101034801,4299,23.7,16.2,27.4
2,42101034801,4299,27.2,15.4,27.8
3,42101034801,4299,25.7,16,25.5
4,42101034801,4299,26.4,16.6,26.7
5,42101034801,4553,22.8,16.7,29.5
1,42101034802,5373,22.7,16.9,28.9
2,42101034802,5373,27.4,16.4,29.7
3,42101034802,5373,25.6,17.1,27.7
4,42101034802,5373,26.2,18.1,28.8
5,42101034802,5570,21.3,17,30.3
1,42101034803,4390,20.1,14.4,25.5
2,42101034803,4390,24.6,14.3,26.8
3,42101034803,4390,22.9,15.1,24.6
4,42101034803,4390,23.6,15.7,25.7
5,42101034803,4516,21.9,17.4,29.4
1,42101034900,5543,26.8,18.9,30.5
2,42101034900,5543,30,17.5,30.1
3,42101034900,5543,28.3,17.8,28
4,42101034900,5543,28.9,18.9,29.1
5,42101034900,5740,27,18.6,33.2
1,42101035100,4086,24.3,12.9,25.2
2,42101035100,4086,27.2,12,25.7
3,42101035100,4086,26.6,12.7,23.3
4,42101035100,4086,27.3,13.1,24.3
5,42101035100,4268,24.6,14.9,29
1,42101035200,4482,20.4,15.2,24.8
2,42101035200,4482,23.4,14.5,25
3,42101035200,4482,21.8,15.5,22.8
4,42101035200,4482,22.3,16,24
5,42101035200,4871,20.1,15.9,26.3
1,42101035301,5300,20.2,16.3,26
2,42101035301,5300,25.6,16.4,27.3
3,42101035301,5300,23.8,17.2,25.2
4,42101035301,5300,24.4,18,26.4
5,42101035301,5260,20.4,17.5,28.2
1,42101035302,4462,21.7,15.8,26.4
2,42101035302,4462,25.3,15.2,26.9
3,42101035302,4462,23.7,16.1,24.8
4,42101035302,4462,24.3,16.7,25.9
5,42101035302,4719,21.1,17,29.1
1,42101035500,7282,23.1,15.2,25.9
2,42101035500,7282,26.2,14.3,26.1
3,42101035500,7282,24.9,15,24
4,42101035500,7282,25.6,15.7,25
5,42101035500,8239,23.5,16.2,27.2
1,42101035601,5439,22.7,13,23.3
2,42101035601,5439,25,11.9,23.6
3,42101035601,5439,24.3,12.7,21.4
4,42101035601,5439,24.7,13.1,22.3
5,42101035601,5794,21.8,13.6,23.9
1,42101035602,3617,20,13.2,22.9
2,42101035602,3617,22.1,12.3,23
3,42101035602,3617,21,13.6,21.1
4,42101035602,3617,21.2,13.8,22.1
5,42101035602,3693,20.2,13.9,23.8
1,42101035701,4745,24.6,16.1,25.6
2,42101035701,4745,28.1,15.5,25.6
3,42101035701,4745,26.7,15.7,23.7
4,42101035701,4745,27.4,17,24.6
5,42101035701,5528,22.8,15.5,24.6
1,42101035702,4405,24.8,18.8,29.5
2,42101035702,4405,27.3,17,28.6
3,42101035702,4405,25.2,17.1,26.6
4,42101035702,4405,26.1,18.5,27.6
5,42101035702,5181,21.8,17.8,28.1
1,42101035800,5948,20.8,14.5,25.2
2,42101035800,5948,26.3,14.8,27.1
3,42101035800,5948,25,15.4,25
4,42101035800,5948,25.6,16.1,26
5,42101035800,6282,22.8,14.9,27.6
1,42101035900,5309,23.4,14.1,24.4
2,42101035900,5309,26.6,13.6,25
3,42101035900,5309,25.5,14.2,22.8
4,42101035900,5309,26.1,14.8,23.9
5,42101035900,5361,26.4,15.4,27.3
1,42101036000,3201,24.6,12.9,22.4
2,42101036000,3201,28,12.3,22.9
3,42101036000,3201,27.3,12.9,20.9
4,42101036000,3201,28,13.4,21.7
5,42101036000,3247,24.5,13.4,23.7
1,42101036100,4083,22.4,17.1,28.3
2,42101036100,4083,26.3,16.2,28.4
3,42101036100,4083,24.4,17.1,26.3
4,42101036100,4083,25,17.9,27.4
5,42101036100,4029,19.2,17.2,28.6
1,42101036201,4744,19.7,15,25.7
2,42101036201,4744,23.5,14.4,26.3
3,42101036201,4744,22,15.4,24.1
4,42101036201,4744,22.5,15.9,25.3
5,42101036201,5093,24.3,18.9,29.4
1,42101036202,6138,21.2,15.5,26.3
2,42101036202,6138,24.3,14.6,26.7
3,42101036202,6138,22.6,15.6,24.5
4,42101036202,6138,23.1,16.1,25.7
5,42101036202,6191,20,16.1,27.8
1,42101036203,5129,19.6,14.8,25.2
2,42101036203,5129,23,14.2,25.8
3,42101036203,5129,21.4,15.4,23.7
4,42101036203,5129,21.8,15.7,24.9
5,42101036203,5134,19.9,15.9,27.2
1,42101036301,3695,24,17.1,27.5
2,42101036301,3695,29.7,17.3,29
3,42101036301,3695,28,17.3,26.8
4,42101036301,3695,28.9,18.5,27.9
5,42101036301,3843,25.9,18,29.6
1,42101036302,3543,20.5,16.1,27.2
2,42101036302,3543,26,16.2,28.4
3,42101036302,3543,24.1,17.1,26.3
4,42101036302,3543,24.7,17.9,27.4
5,42101036302,3712,24.1,19.4,31
1,42101036303,6726,21,15.5,26.7
2,42101036303,6726,24.6,15,27
3,42101036303,6726,22.8,15.8,24.8
4,42101036303,6726,23.5,16.5,26
5,42101036303,6695,21,17.5,27.9
1,42101036400,703,36.7,15.8,32.1
2,42101036400,703,39.8,14.3,31.7
3,42101036400,703,38.9,13.2,29.5
4,42101036400,703,39.8,14.5,30.1
5,42101036400,971,27.5,11.5,30.1
1,42101036501,5562,23.4,16.5,27.7
2,42101036501,5562,27.5,15.8,28.2
3,42101036501,5562,25.9,16.4,26.1
4,42101036501,5562,26.7,17.3,27.2
5,42101036501,5698,21.3,16.9,28.6
1,42101036502,4077,19.5,14.9,25.1
2,42101036502,4077,22.1,13.7,25.2
3,42101036502,4077,20.5,14.9,23.1
4,42101036502,4077,21,15.2,24.2
5,42101036502,4130,17.9,14.9,26.4
1,42101036600,1643,12.9,11.3,21.8
2,42101036600,1643,16.2,11.2,22.4
3,42101036600,1643,14.7,12.9,20.6
4,42101036600,1643,15,13.1,21.5
5,42101036600,2171,12.5,12.9,23.3
1,42101036700,2542,12.2,12.5,22.8
2,42101036700,2542,14.2,11.4,22.2
3,42101036700,2542,12.5,13.5,20.7
4,42101036700,2542,12.7,13.8,21.5
5,42101036700,3856,12.5,15.5,24.1
1,42101036900,6966,18.3,22.4,18.7
2,42101036900,6966,25.8,23.8,19.5
3,42101036900,6966,23.7,22.8,18.2
4,42101036900,6966,24.4,27.5,19.1
5,42101036902,6598,18.9,24.7,20.4
1,42101037200,4244,26.7,16.9,27
2,42101037200,4244,31.4,16.6,28
3,42101037200,4244,30.3,16.7,25.9
4,42101037200,4244,31.2,17.8,27
5,42101037200,4524,27.2,16.5,27.6
1,42101037300,5137,19.1,13.8,24.7
2,42101037300,5137,22.6,13.4,25.2
3,42101037300,5137,21.1,14.5,23.2
4,42101037300,5137,21.6,14.9,24.2
5,42101037300,5913,17.5,13.8,25.9
1,42101037500,3771,17.8,15.5,26.5
2,42101037500,3771,21.7,15,27
3,42101037500,3771,20.2,16.4,25.2
4,42101037500,3771,20.6,17.5,26
5,42101037500,4074,18.2,17.5,29
1,42101037600,2986,19.9,15,27.5
2,42101037600,2986,24.1,14.2,27.4
3,42101037600,2986,22.1,14.7,25.8
4,42101037600,2986,22.5,16.1,26.4
5,42101037600,3664,15.5,14.8,24.4
1,42101037700,5635,27.7,25.9,30.8
2,42101037700,5635,33.2,24.9,30.1
3,42101037700,5635,31,23.9,28.3
4,42101037700,5635,31.9,27.9,29.2
5,42101037700,4583,33.1,28.8,35.9
1,42101037800,2504,21.6,17.9,27.6
2,42101037800,2504,24.5,16.5,27.2
3,42101037800,2504,22.6,17.2,25.2
4,42101037800,2504,23.1,18.3,26.3
5,42101037800,2389,17.3,17.7,27.4
1,42101037900,5315,23,17.7,27.6
2,42101037900,5315,26.5,16.7,27.7
3,42101037900,5315,24.6,17.2,25.6
4,42101037900,5315,25.4,18.2,26.8
5,42101037900,5313,20.1,16.8,29.3
1,42101038000,2375,30.3,21.8,32.9
2,42101038000,2375,36.5,21.2,33.5
3,42101038000,2375,34.4,20.3,31.3
4,42101038000,2375,35.6,22.3,32.4
5,42101038000,2502,30.9,21.2,34.7
1,42101038100,833,33.4,24.1,37
2,42101038100,833,38.5,22.5,36.8
3,42101038100,833,36.3,21.3,34.7
4,42101038100,833,37.6,23.7,35.7
5,42101038100,753,28.5,20,35.3
1,42101038200,2631,32.6,22.9,35.1
2,42101038200,2631,41.2,23.5,36.5
3,42101038200,2631,39.3,21.9,34.4
4,42101038200,2631,40.8,24.6,35.4
5,42101038200,2801,32.7,22.5,36.9
1,42101038300,4157,35.5,21.6,40.5
2,42101038300,4157,43.6,21.2,40.8
3,42101038300,4157,42,20.1,38.9
4,42101038300,4157,42.8,22.7,39.4
1,42101038400,2437,19.2,13.2,25
2,42101038400,2437,23,13,26.1
3,42101038400,2437,21.8,14,23.9
4,42101038400,2437,22.4,14.4,25
1,42101038500,1888,14.4,11,22.6
2,42101038500,1888,17,10.6,22.9
3,42101038500,1888,15.7,12.3,20.9
4,42101038500,1888,16.1,12.3,21.9
1,42101038600,1320,13.2,9.8,23.3
2,42101038600,1320,15.2,9.1,23.6
3,42101038600,1320,14.1,11,21.4
4,42101038600,1320,14.4,10.7,22.4
1,42101038700,2348,16.4,13.7,22.4
2,42101038700,2348,18.9,12.9,22.7
3,42101038700,2348,17.6,14.5,20.7
4,42101038700,2348,17.9,15,21.7
1,42101038800,3718,15.2,11.4,25.8
2,42101038800,3718,18.4,11.1,26.8
3,42101038800,3718,17.3,12.9,24.7
4,42101038800,3718,17.5,12.9,25.6
1,42101038900,3080,30.2,17.9,39.2
2,42101038900,3080,36.5,17.4,40.8
3,42101038900,3080,35.3,17.5,38.7
4,42101038900,3080,36.1,18.9,39.2
1,42101039000,8154,32.8,22.1,38.2
2,42101039000,8154,37.8,20.5,37.9
3,42101039000,8154,36,20.2,35.9
4,42101039000,8154,37,22.4,36.7
1,42101980000,601,14.2,19.7,18.6
2,42101980000,601,15.9,16.9,16.4
3,42101980000,601,14.1,18.7,15.1
4,42101980000,601,14.1,20.5,16
1,42101980100,74,21.8,14.6,27.7
2,42101980100,74,20.7,12.5,25.6
3,42101980100,74,19.3,13.6,23.6
4,42101980100,74,19.8,14.1,24.5
1,42101980200,504,36.3,11.5,20.9
2,42101980200,504,35.7,9.9,20.6
3,42101980200,504,36.5,10.4,18.3
4,42101980200,504,37.3,10.6,19.1
1,42101989100,7765,38.7,27.8,44.1
2,42101989100,7765,47.8,26.6,43.8
3,42101989100,7765,44.4,22.7,42.4
4,42101989100,7765,45.9,27.6,42.6
